(10, 90542224, 106, 25)
(10, 34228511, 98, 49)
(10, 128521143, 52, 94)
(10, 43150177, 85, 49)
(10, 50224487, 14, 44)
(10, 4294967295, 63, 22)
(10, 31191973, 54, 49)
(10, 17260410, 67, 31)
(10, 155040555, 8, 21)
(10, 182670053, 25, 51)
(10, 131673261, 75, 25)
(10, 4294967295, 99, 44)
(10, 111209941, 9, 25)
(10, 4294967295, 54, 99)
(10, 86872118, 105, 76)
(10, 12076149, 68, 87)
(10, 144674337, 30, 65)
(10, 4294967295, 39, 76)
(11, 33680896, 99, 5)
(11, 113947199, 86, 14)
(11, 4294967295, 71, 4)
(11, 4294967295, 70, 8)
(11, 4294967295, 14, 43)
(11, 99382362, 9, 109)
(11, 4294967295, 21, 104)
(11, 247481389, 14, 7)
(11, 4294967295, 53, 72)
(11, 4294967295, 27, 29)
(11, 4294967295, 9, 63)
(11, 4294967295, 93, 99)
(11, 105704967, 22, 34)
(11, 117840975, 42, 12)
(11, 116389338, 74, 104)
(11, 4294967295, 4, 49)
(11, 424759, 53, 106)
(11, 4294967295, 1, 93)
(11, 68074536, 62, 35)
(11, 4294967295, 76, 74)
(11, 4294967295, 21, 17)
(12, 4294967295, 53, 99)
(12, 4294967295, 57, 74)
(12, 239407918, 37, 74)
(12, 4294967295, 93, 83)
(12, 4294967295, 14, 43)
(12, 4294967295, 27, 12)
(12, 315821491, 75, 67)
(12, 86626750, 75, 15)
(12, 98726570, 62, 50)
(12, 4294967295, 30, 14)
(12, 103593368, 71, 11)
(12, 109245384, 23, 2)
(12, 130604575, 56, 25)
(12, 4294967295, 59, 44)
(12, 93808587, 16, 14)
(12, 10465500, 5, 74)
(12, 4294967295, 44, 23)
(12, 113849036, 76, 22)
(12, 4294967295, 14, 96)
(12, 4294967295, 106, 21)
(12, 300233321, 28, 83)
(12, 4294967295, 30, 74)
(12, 295713668, 107, 80)
(13, 117234731, 6, 14)
(13, 4294967295, 42, 9)
(13, 141368478, 52, 107)
(13, 4294967295, 50, 74)
(13, 37746477, 42, 86)
(13, 4294967295, 14, 18)
(13, 89664007, 60, 74)
(13, 293286059, 21, 51)
(13, 4294967295, 105, 12)
(13, 130565600, 25, 30)
(13, 79417687, 66, 106)
(13, 99832930, 7, 20)
(13, 126251656, 72, 74)
(14, 4294967295, 53, 47)
(14, 4294967295, 59, 35)
(14, 51291565, 72, 86)
(14, 4294967295, 92, 17)
(14, 4294967295, 70, 72)
(14, 4294967295, 57, 14)
(14, 4294967295, 14, 104)
(14, 4294967295, 12, 73)
(14, 4294967295, 37, 16)
(14, 129225105, 31, 71)
(14, 4294967295, 25, 9)
(14, 148663071, 14, 14)
(15, 80733057, 57, 85)
(15, 4294967295, 68, 79)
(15, 4294967295, 43, 106)
(15, 4294967295, 67, 102)
(15, 150696533, 1, 7)
(15, 4294967295, 3, 36)
(15, 78775861, 34, 9)
(15, 149659460, 97, 22)
(15, 4294967295, 14, 59)
(15, 115138860, 65, 44)
(15, 4294967295, 56, 88)
(15, 4294967295, 25, 47)
(15, 43073824, 28, 76)
(15, 60997335, 31, 28)
(15, 4294967295, 21, 30)
(15, 4294967295, 47, 70)
(15, 4294967295, 105, 97)
(15, 4294967295, 25, 75)
(16, 4294967295, 3, 65)
(16, 110677095, 38, 50)
(16, 76555195, 92, 97)
(16, 106411405, 62, 94)
(16, 94847136, 107, 49)
(16, 113754335, 71, 50)
(16, 155040555, 8, 94)
(16, 108404812, 113, 14)
(16, 243903300, 48, 100)
(16, 17172353, 32, 45)
(16, 243881311, 21, 44)
(16, 4294967295, 31, 8)
(16, 61741980, 40, 10)
(16, 119948618, 57, 45)
(16, 46084696, 91, 80)
(16, 84816398, 71, 94)
(17, 4294967295, 104, 96)
(17, 123815324, 18, 9)
(17, 170634986, 9, 94)
(17, 4294967295, 14, 87)
(17, 106356906, 9, 33)
(17, 116286230, 9, 36)
(17, 4294967295, 8, 73)
(17, 279600174, 64, 26)
(17, 86908614, 14, 49)
(17, 146330790, 23, 6)
(17, 4294967295, 30, 42)
(17, 4294967295, 82, 73)
(17, 4294967295, 70, 103)
(17, 4294967295, 51, 22)
(18, 72966452, 6, 55)
(18, 4294967295, 15, 30)
(18, 72589812, 93, 40)
(18, 128792318, 51, 31)
(18, 322306727, 99, 71)
(18, 44680576, 43, 64)
(18, 8826463, 105, 59)
(18, 106489466, 88, 40)
(18, 119948618, 57, 10)
(18, 141092608, 74, 22)
(19, 4294967295, 53, 80)
(19, 72981315, 9, 74)
(19, 60827923, 3, 8)
(19, 4294967295, 13, 21)
(19, 122848199, 15, 14)
(19, 4739889, 4, 41)
(19, 134930745, 105, 105)
(19, 14296895, 67, 40)
(19, 171342942, 45, 109)
(19, 4294967295, 53, 73)
(19, 4294967295, 74, 57)
(19, 4294967295, 9, 60)
(19, 36030923, 20, 19)
(19, 4294967295, 4, 22)
(19, 67005198, 31, 83)
(20, 74011301, 44, 62)
(20, 28720340, 74, 63)
(20, 4294967295, 29, 34)
(20, 315064628, 70, 7)
(20, 8084237, 63, 65)
(20, 59517335, 65, 19)
(20, 324354376, 48, 71)
(20, 101401234, 42, 60)
(21, 112871870, 100, 67)
(21, 4294967295, 106, 11)
(21, 48551888, 2, 14)
(21, 4294967295, 107, 8)
(21, 5949107, 9, 15)
(21, 4294967295, 105, 86)
(21, 99397490, 7, 57)
(21, 60997335, 31, 30)
(22, 4294967295, 32, 26)
(22, 114150698, 74, 100)
(22, 100698326, 70, 91)
(22, 4294967295, 105, 93)
(22, 4294967295, 53, 26)
(22, 102368195, 71, 8)
(22, 4294967295, 9, 25)
(22, 164916822, 14, 77)
(23, 134218043, 81, 71)
(23, 4294967295, 70, 22)
(23, 4294967295, 68, 30)
(23, 39103093, 89, 28)
(24, 75562768, 102, 86)
(24, 64696834, 14, 57)
(24, 39328728, 9, 50)
(24, 147265700, 50, 27)
(24, 28761671, 37, 49)
(24, 4294967295, 22, 74)
(24, 118662391, 37, 33)
(24, 101401234, 42, 68)
(25, 163900173, 87, 107)
(25, 162799855, 25, 74)
(26, 4294967295, 1, 36)
(26, 3178092, 50, 31)
(26, 4294967295, 98, 25)
(26, 4294967295, 62, 101)
(26, 98934959, 84, 90)
(26, 4294967295, 74, 71)
(26, 204979013, 62, 70)
(26, 96935565, 53, 5)
(27, 209941, 83, 72)
(27, 117233395, 14, 105)
(27, 4294967295, 39, 11)
(27, 119948618, 57, 39)
(28, 4294967295, 47, 104)
(28, 100698326, 70, 107)
(28, 83265919, 31, 50)
(29, 286482396, 74, 22)
(29, 4294967295, 63, 94)
(29, 142083805, 11, 50)
(29, 80885263, 56, 25)
(30, 93920369, 25, 87)
(30, 160122068, 50, 23)
(30, 86779932, 86, 51)
(30, 4294967295, 103, 79)
(30, 117876437, 42, 14)
(30, 27333385, 63, 75)
(30, 4294967295, 11, 47)
(31, 4294967295, 89, 61)
(31, 60827923, 3, 22)
(31, 100698326, 70, 33)
(31, 44492964, 22, 104)
(31, 50106306, 79, 60)
(31, 214558393, 105, 26)
(31, 4294967295, 6, 104)
(32, 140359929, 25, 102)
(33, 4294967295, 3, 65)
(33, 127555533, 85, 87)
(33, 45496488, 42, 37)
(33, 50106306, 79, 42)
(34, 4294967295, 63, 9)
(34, 4294967295, 93, 110)
(34, 26904387, 8, 38)
(35, 115430502, 44, 14)
(35, 4294967295, 3, 68)
(35, 55227975, 3, 36)
(35, 100698326, 70, 63)
(35, 4294967295, 50, 100)
(35, 29603260, 88, 31)
(35, 127479718, 107, 1)
(36, 78775861, 34, 35)
(36, 225529267, 105, 22)
(37, 100691881, 27, 25)
(37, 4294967295, 5, 104)
(37, 67314438, 70, 104)
(38, 239407918, 37, 9)
(38, 105678512, 28, 26)
(38, 101401234, 42, 22)
(39, 27001006, 105, 16)
(39, 15950691, 64, 15)
(39, 4294967295, 53, 110)
(39, 119851080, 52, 14)
(39, 150163090, 53, 2)
(39, 101074361, 50, 75)
(39, 4294967295, 9, 31)
(39, 161929549, 90, 99)
(39, 4294967295, 74, 21)
(40, 64696834, 14, 67)
(40, 4294967295, 63, 84)
(40, 106251497, 2, 26)
(40, 58711586, 111, 26)
(41, 128523555, 14, 42)
(41, 30116073, 105, 21)
(41, 106831634, 74, 22)
(41, 132787190, 2, 70)
(41, 131666759, 62, 20)
(41, 30099563, 62, 73)
(41, 122200254, 106, 74)
(41, 26710227, 86, 20)
(41, 17261346, 7, 29)
(41, 202460311, 28, 111)
(41, 4294967295, 12, 35)
(42, 113493125, 8, 56)
(42, 67867106, 5, 30)
(42, 24169496, 52, 9)
(42, 63723802, 42, 74)
(42, 299007268, 16, 44)
(42, 4294967295, 16, 103)
(43, 4294967295, 9, 52)
(43, 66686581, 32, 25)
(43, 99930983, 41, 75)
(43, 117160557, 16, 35)
(44, 161334386, 101, 88)
(44, 57573844, 72, 104)
(44, 75053111, 84, 62)
(44, 99740497, 50, 75)
(44, 4294967295, 84, 19)
(44, 83296828, 72, 70)
(44, 4294967295, 64, 44)
(44, 96935565, 53, 112)
(44, 4294967295, 25, 20)
(44, 157402073, 105, 67)
(44, 4294967295, 15, 36)
(45, 4294967295, 46, 74)
(45, 114493952, 83, 100)
(45, 4294967295, 7, 2)
(45, 16457697, 21, 73)
(45, 4294967295, 14, 22)
(45, 315766615, 53, 74)
(45, 312100901, 62, 63)
(46, 125080110, 96, 30)
(46, 4294967295, 26, 88)
(46, 36366510, 107, 45)
(46, 178076958, 67, 99)
(46, 122538254, 79, 98)
(47, 49598851, 84, 106)
(47, 17991004, 54, 20)
(47, 52977424, 88, 101)
(47, 97411767, 14, 9)
(47, 87467600, 46, 74)
(47, 4294967295, 16, 110)
(47, 106744889, 1, 98)
(47, 84114745, 8, 52)
(47, 12946987, 22, 50)
(47, 86977083, 81, 73)
(48, 4294967295, 75, 67)
(48, 4294967295, 105, 98)
(48, 4294967295, 105, 105)
(48, 107011141, 8, 7)
(48, 78775861, 34, 9)
(48, 4294967295, 50, 41)
(48, 71524674, 106, 94)
(48, 113535120, 81, 55)
(48, 149888612, 86, 62)
(48, 95698517, 89, 67)
(49, 4294967295, 93, 62)
(49, 5617017, 88, 3)
(49, 125290916, 30, 94)
(49, 103559387, 34, 22)
(49, 4294967295, 105, 71)
(49, 66647724, 3, 65)
(49, 4294967295, 87, 8)
(50, 116887385, 75, 47)
(50, 4294967295, 14, 26)
(50, 149202209, 62, 33)
(50, 79247165, 25, 74)
(50, 129648468, 30, 25)
(50, 34731421, 99, 92)
(50, 143384399, 50, 88)
(51, 60870590, 87, 47)
(51, 319047365, 39, 53)
(51, 4294967295, 106, 26)
(51, 49204600, 67, 75)
(51, 4294967295, 14, 65)
(51, 110867534, 14, 74)
(51, 4294967295, 52, 19)
(51, 77324922, 68, 2)
(52, 55622886, 26, 110)
(52, 10124288, 19, 54)
(52, 151213835, 88, 67)
(52, 121840714, 41, 98)
(52, 36297093, 101, 65)
(52, 4294967295, 21, 93)
(52, 35082564, 101, 67)
(52, 144600134, 2, 50)
(52, 42080311, 25, 80)
(52, 16457697, 21, 101)
(52, 256309933, 86, 2)
(52, 4294967295, 1, 19)
(53, 89182716, 22, 74)
(53, 283751336, 50, 30)
(53, 26648130, 31, 110)
(53, 37746477, 42, 49)
(53, 4294967295, 50, 15)
(53, 320843610, 25, 21)
(54, 4294967295, 107, 35)
(54, 4294967295, 63, 53)
(54, 4294967295, 72, 106)
(54, 72968694, 22, 74)
(54, 4294967295, 100, 83)
(54, 4294967295, 5, 29)
(54, 106202393, 54, 71)
(54, 256189296, 40, 67)
(55, 75844992, 60, 84)
(55, 4294967295, 110, 5)
(55, 53201049, 14, 74)
(55, 131666759, 62, 19)
(55, 117662855, 21, 71)
(55, 126932191, 8, 51)
(55, 99292533, 26, 96)
(55, 97088512, 10, 26)
(55, 107603651, 4, 104)
(55, 119948618, 57, 4)
(55, 4294967295, 90, 5)
(56, 75043523, 62, 27)
(56, 36663934, 113, 9)
(56, 94832819, 18, 112)
(56, 161340690, 38, 50)
(56, 316413230, 39, 74)
(56, 128740801, 20, 100)
(56, 4294967295, 13, 74)
(56, 4294967295, 20, 9)
(56, 134134702, 19, 104)
(57, 41703655, 48, 73)
(57, 94652420, 30, 15)
(57, 4294967295, 38, 49)
(57, 105553201, 14, 29)
(57, 140180639, 59, 94)
(58, 52434150, 41, 25)
(58, 4294967295, 105, 74)
(58, 49909295, 28, 5)
(59, 7364795, 59, 99)
(59, 65435424, 5, 30)
(59, 297162226, 42, 70)
(59, 76188808, 99, 26)
(59, 78354556, 72, 71)
(59, 69548439, 1, 14)
(59, 88550247, 100, 50)
(59, 81490503, 14, 107)
(59, 153438263, 22, 74)
(59, 117445226, 93, 60)
(59, 96935565, 53, 5)
(59, 86866174, 8, 88)
(59, 74753810, 97, 48)
(60, 4294967295, 36, 5)
(60, 191257426, 59, 105)
(60, 4294967295, 7, 88)
(60, 246100983, 70, 106)
(60, 200210072, 7, 28)
(60, 46083389, 83, 53)
(60, 4294967295, 70, 69)
(60, 315308482, 62, 53)
(61, 84389644, 104, 62)
(61, 99726891, 9, 103)
(61, 39792083, 85, 5)
(61, 162102434, 35, 8)
(61, 4294967295, 44, 91)
(61, 50585106, 91, 26)
(61, 32852275, 50, 81)
(61, 185332244, 14, 49)
(61, 67096531, 67, 53)
(61, 4294967295, 60, 64)
(61, 154487874, 14, 39)
(62, 90007579, 105, 36)
(62, 145421640, 65, 30)
(62, 70601308, 21, 67)
(62, 4294967295, 53, 91)
(62, 155285243, 75, 54)
(62, 211971013, 9, 22)
(62, 4294967295, 70, 17)
(62, 4294967295, 34, 39)
(63, 88643285, 76, 73)
(63, 4294967295, 1, 20)
(63, 175285057, 30, 93)
(64, 4294967295, 20, 59)
(64, 82174923, 9, 14)
(64, 80448886, 19, 35)
(64, 52090481, 111, 102)
(64, 283360646, 101, 76)
(64, 315766615, 53, 74)
(64, 135573624, 19, 63)
(64, 202460311, 28, 42)
(65, 165725386, 91, 98)
(65, 197497618, 37, 58)
(65, 64868623, 64, 73)
(65, 4294967295, 10, 50)
(65, 59843130, 37, 73)
(65, 4294967295, 9, 18)
(66, 318369714, 90, 23)
(66, 4294967295, 72, 21)
(66, 113754335, 71, 50)
(66, 209941, 83, 72)
(66, 180509401, 39, 46)
(66, 40682008, 41, 62)
(66, 105212311, 9, 17)
(66, 4294967295, 9, 84)
(66, 184148730, 28, 81)
(66, 96852086, 21, 3)
(66, 111077296, 58, 112)
(66, 40862226, 75, 54)
(66, 60316637, 104, 85)
(66, 4294967295, 21, 47)
(67, 4294967295, 91, 19)
(67, 323013991, 7, 2)
(67, 224067630, 2, 63)
(67, 153014053, 30, 63)
(67, 4294967295, 113, 35)
(67, 69040061, 36, 49)
(67, 102834801, 71, 26)
(68, 172574802, 80, 5)
(68, 221286193, 25, 17)
(68, 72213840, 81, 56)
(68, 4294967295, 54, 100)
(68, 114242152, 63, 5)
(68, 4294967295, 53, 33)
(68, 4294967295, 38, 90)
(68, 77430597, 104, 59)
(69, 4294967295, 35, 59)
(69, 122940866, 44, 30)
(69, 17991004, 54, 44)
(69, 67630080, 40, 20)
(69, 68417494, 102, 83)
(69, 4294967295, 94, 2)
(69, 101074361, 50, 30)
(69, 83174790, 14, 73)
(69, 4294967295, 25, 20)
(69, 4294967295, 49, 29)
(69, 128673177, 86, 8)
(70, 4294967295, 28, 99)
(70, 164051548, 67, 53)
(70, 153811891, 2, 67)
(70, 205602781, 70, 85)
(71, 114343436, 107, 35)
(71, 82376524, 25, 107)
(71, 4294967295, 50, 8)
(71, 132144015, 53, 112)
(71, 4294967295, 8, 86)
(71, 4294967295, 50, 102)
(71, 105056315, 34, 106)
(71, 32838918, 25, 37)
(71, 214753451, 76, 102)
(71, 67215547, 86, 5)
(71, 4294967295, 6, 110)
(71, 4294967295, 65, 6)
(71, 83282129, 87, 68)
(71, 4294967295, 2, 4)
(72, 4294967295, 63, 87)
(72, 99439166, 17, 74)
(72, 135189699, 79, 56)
(72, 4294967295, 13, 37)
(72, 79737900, 106, 74)
(72, 4294967295, 21, 13)
(73, 117355064, 87, 9)
(73, 104145947, 74, 106)
(73, 36860082, 85, 75)
(73, 116922924, 84, 64)
(73, 83894864, 30, 13)
(73, 77337994, 39, 13)
(73, 194445204, 7, 14)
(73, 31363985, 25, 46)
(73, 149105987, 39, 40)
(73, 104849019, 25, 62)
(74, 40543589, 93, 107)
(74, 135804405, 12, 35)
(74, 4294967295, 1, 16)
(74, 71741443, 30, 55)
(74, 4294967295, 104, 68)
(74, 4294967295, 62, 20)
(74, 4294967295, 44, 8)
(74, 177214006, 53, 30)
(74, 93526248, 9, 86)
(74, 14113923, 20, 5)
(74, 4294967295, 17, 65)
(75, 86544192, 107, 10)
(75, 4294967295, 5, 72)
(75, 4294967295, 16, 106)
(75, 4294967295, 20, 43)
(75, 295730163, 26, 78)
(75, 144110467, 25, 29)
(75, 86972809, 51, 73)
(75, 114466268, 61, 45)
(75, 4294967295, 84, 63)
(75, 149105987, 39, 56)
(75, 96935565, 53, 68)
(76, 4294967295, 7, 107)
(76, 11094787, 106, 59)
(76, 194167711, 105, 97)
(76, 99339362, 45, 67)
(76, 150176952, 15, 63)
(76, 4294967295, 53, 63)
(76, 4294967295, 12, 73)
(76, 112710750, 45, 59)
(76, 71694, 50, 14)
(76, 34805395, 112, 20)
(76, 4294967295, 74, 25)
(76, 228745881, 22, 42)
(76, 4294967295, 14, 20)
(77, 4294967295, 58, 71)
(77, 4294967295, 34, 75)
(77, 133750908, 43, 11)
(77, 4294967295, 110, 93)
(77, 232341655, 14, 83)
(77, 132739729, 100, 31)
(77, 153811891, 2, 20)
(77, 182052681, 74, 14)
(78, 4294967295, 91, 53)
(78, 129795313, 23, 62)
(78, 60979827, 75, 8)
(78, 25043914, 14, 67)
(78, 100819264, 39, 19)
(78, 195420168, 44, 11)
(79, 116041473, 10, 14)
(79, 209045198, 14, 106)
(79, 322518090, 101, 96)
(79, 36865051, 76, 40)
(79, 142508493, 9, 27)
(79, 4294967295, 15, 31)
(79, 114826578, 16, 20)
(79, 32852275, 50, 36)
(79, 64789190, 32, 110)
(79, 4294967295, 93, 28)
(79, 118615831, 1, 104)
(79, 96935565, 53, 22)
(79, 4294967295, 104, 25)
(79, 32704516, 48, 83)
(79, 27884859, 50, 29)
(79, 4294967295, 49, 50)
(80, 39991029, 85, 49)
(80, 313687206, 19, 44)
(80, 4294967295, 8, 83)
(80, 4294967295, 8, 26)
(80, 38211009, 9, 26)
(80, 100106350, 25, 21)
(80, 4294967295, 1, 110)
(81, 4294967295, 9, 106)
(81, 4294967295, 14, 67)
(81, 104444259, 70, 19)
(81, 111030315, 76, 74)
(81, 54511227, 104, 5)
(81, 4294967295, 44, 110)
(81, 49298348, 14, 35)
(81, 4294967295, 44, 28)
(81, 32150415, 111, 95)
(81, 162185623, 25, 106)
(81, 292080628, 58, 68)
(82, 116041473, 10, 58)
(82, 4294967295, 30, 26)
(82, 4294967295, 16, 69)
(82, 64239897, 26, 44)
(82, 115111072, 27, 51)
(82, 166226813, 86, 105)
(82, 105809537, 65, 47)
(82, 67354971, 96, 36)
(82, 4294967295, 88, 86)
(82, 25224096, 27, 111)
(82, 4294967295, 92, 31)
(83, 4294967295, 10, 100)
(83, 107127097, 21, 26)
(83, 178599895, 7, 44)
(83, 4294967295, 72, 88)
(83, 124798419, 65, 107)
(83, 122363791, 76, 83)
(83, 4294967295, 74, 94)
(83, 122217839, 40, 53)
(83, 4294967295, 9, 6)
(83, 194667635, 39, 76)
(83, 44078535, 2, 25)
(84, 113863026, 48, 9)
(84, 83950050, 85, 101)
(84, 192839821, 14, 14)
(84, 94410867, 107, 74)
(84, 7393840, 84, 3)
(84, 4294967295, 73, 36)
(84, 219089961, 76, 26)
(84, 4294967295, 51, 64)
(84, 4294967295, 75, 83)
(84, 79030736, 8, 67)
(84, 171351092, 56, 27)
(85, 192912706, 36, 102)
(85, 178581105, 25, 76)
(85, 98681688, 76, 25)
(85, 189660458, 86, 12)
(85, 91669458, 93, 18)
(85, 210588745, 25, 112)
(85, 121500388, 92, 61)
(85, 240234303, 50, 53)
(85, 4294967295, 85, 81)
(85, 93173023, 67, 58)
(85, 188336849, 3, 27)
(85, 315766615, 53, 74)
(85, 149111123, 52, 44)
(85, 127133714, 8, 56)
(86, 4294967295, 30, 91)
(86, 137798457, 20, 8)
(86, 121569252, 21, 87)
(86, 187698605, 57, 20)
(86, 39328728, 9, 18)
(86, 4294967295, 75, 68)
(86, 72533798, 11, 74)
(86, 85633323, 32, 67)
(86, 4294967295, 62, 87)
(86, 71122134, 106, 25)
(86, 103109210, 72, 20)
(87, 4294967295, 7, 18)
(87, 32128719, 101, 58)
(87, 88090669, 25, 107)
