(15, 43, 106)
(15, 67, 102)
(15, 1, 7)
(15, 3, 36)
(15, 34, 9)
(15, 97, 22)
(16, 8, 94)
(16, 113, 14)
(16, 48, 100)
(16, 32, 45)
(16, 21, 44)
(16, 31, 8)
(16, 40, 10)
(16, 57, 45)
(16, 91, 80)
(16, 71, 94)
(16, 3, 65)
(16, 38, 50)
(16, 92, 97)
(16, 62, 94)
(16, 107, 49)
(16, 71, 50)
(17, 64, 26)
(17, 14, 49)
(17, 23, 6)
(17, 30, 42)
(17, 82, 73)
(17, 70, 103)
(17, 51, 22)
(17, 104, 96)
(17, 18, 9)
(17, 9, 94)
(17, 14, 87)
(17, 9, 33)
(17, 9, 36)
(17, 8, 73)
(18, 99, 71)
(18, 43, 64)
(18, 105, 59)
(18, 88, 40)
(18, 57, 10)
(18, 74, 22)
(18, 6, 55)
(18, 52, 21)
(18, 15, 30)
(18, 93, 40)
(18, 51, 31)
(19, 4, 41)
(19, 105, 105)
(19, 67, 40)
(19, 45, 109)
(19, 53, 73)
(19, 74, 57)
(19, 9, 60)
(19, 20, 19)
(19, 4, 22)
(19, 31, 83)
(19, 53, 80)
(19, 9, 74)
(19, 3, 8)
(19, 13, 21)
(19, 15, 14)
(20, 63, 65)
(20, 65, 19)
(20, 48, 71)
(20, 42, 60)
(20, 44, 62)
(20, 74, 63)
(20, 29, 34)
(20, 70, 7)
(21, 105, 86)
(21, 7, 57)
(21, 31, 30)
(21, 100, 67)
(21, 106, 11)
(21, 2, 14)
(21, 107, 8)
(21, 9, 15)
(22, 53, 26)
(22, 71, 8)
(22, 9, 25)
(22, 14, 77)
(22, 32, 26)
(22, 74, 100)
(22, 70, 91)
(22, 105, 93)
(23, 89, 28)
(23, 81, 71)
(23, 70, 22)
(23, 68, 30)
(24, 50, 27)
(24, 37, 49)
(24, 22, 74)
(24, 37, 33)
(24, 42, 68)
(24, 102, 86)
(24, 14, 57)
(24, 9, 50)
(25, 25, 74)
(25, 87, 107)
(26, 98, 25)
(26, 62, 101)
(26, 84, 90)
(26, 74, 71)
(26, 62, 70)
(26, 53, 5)
(26, 1, 36)
(26, 50, 31)
(27, 39, 11)
(27, 57, 39)
(27, 83, 72)
(27, 14, 105)
(28, 31, 50)
(28, 47, 104)
(28, 70, 107)
(29, 63, 94)
(29, 11, 50)
(29, 56, 25)
(29, 74, 22)
(30, 63, 75)
(30, 11, 47)
(30, 25, 87)
(30, 50, 23)
(30, 86, 51)
(30, 103, 79)
(30, 42, 14)
(31, 22, 104)
(31, 79, 60)
(31, 105, 26)
(31, 6, 104)
(31, 89, 61)
(31, 3, 22)
(31, 70, 33)
(32, 25, 102)
(33, 42, 37)
(33, 79, 42)
(33, 3, 65)
(33, 85, 87)
(34, 93, 110)
(34, 8, 38)
(34, 63, 9)
(35, 50, 100)
(35, 88, 31)
(35, 107, 1)
(35, 44, 14)
(35, 3, 68)
(35, 3, 36)
(35, 70, 63)
(36, 105, 22)
(36, 34, 35)
(37, 27, 25)
(37, 5, 104)
(37, 70, 104)
(38, 28, 26)
(38, 42, 22)
(38, 37, 9)
(39, 50, 75)
(39, 9, 31)
(39, 90, 99)
(39, 74, 21)
(39, 105, 16)
(39, 64, 15)
(39, 53, 110)
(39, 52, 14)
(39, 53, 2)
(40, 63, 84)
(40, 2, 26)
(40, 111, 26)
(40, 14, 67)
(41, 106, 74)
(41, 86, 20)
(41, 7, 29)
(41, 28, 111)
(41, 12, 35)
(41, 14, 42)
(41, 105, 21)
(41, 74, 22)
(41, 2, 70)
(41, 62, 20)
(41, 62, 73)
(42, 16, 44)
(42, 16, 103)
(42, 8, 56)
(42, 5, 30)
(42, 52, 9)
(42, 42, 74)
(43, 9, 52)
(43, 32, 25)
(43, 41, 75)
(43, 16, 35)
(44, 84, 19)
(44, 72, 70)
(44, 64, 44)
(44, 53, 112)
(44, 25, 20)
(44, 105, 67)
(44, 15, 36)
(44, 101, 88)
(44, 72, 104)
(44, 84, 62)
(44, 50, 75)
(45, 21, 73)
(45, 14, 22)
(45, 53, 74)
(45, 62, 63)
(45, 46, 74)
(45, 83, 100)
(45, 7, 2)
(46, 26, 88)
(46, 107, 45)
(46, 67, 99)
(46, 79, 98)
(46, 96, 30)
(47, 16, 110)
(47, 1, 98)
(47, 8, 52)
(47, 22, 50)
(47, 81, 73)
(47, 84, 106)
(47, 54, 20)
(47, 88, 101)
(47, 14, 9)
(47, 46, 74)
(48, 81, 55)
(48, 86, 62)
(48, 89, 67)
(48, 75, 67)
(48, 105, 98)
(48, 105, 105)
(48, 8, 7)
(48, 34, 9)
(48, 50, 41)
(48, 106, 94)
(49, 105, 71)
(49, 3, 65)
(49, 87, 8)
(49, 93, 62)
(49, 88, 3)
(49, 30, 94)
(49, 34, 22)
(50, 30, 25)
(50, 99, 92)
(50, 50, 88)
(50, 75, 47)
(50, 14, 26)
(50, 62, 33)
(50, 25, 74)
(51, 67, 75)
(51, 14, 65)
(51, 14, 74)
(51, 52, 19)
(51, 68, 2)
(51, 87, 47)
(51, 39, 53)
(51, 106, 26)
(52, 25, 80)
(52, 21, 101)
(52, 86, 2)
(52, 1, 19)
(52, 26, 110)
(52, 19, 54)
(52, 88, 67)
(52, 41, 98)
(52, 101, 65)
(52, 21, 93)
(52, 101, 67)
(52, 2, 50)
(53, 42, 49)
(53, 50, 15)
(53, 25, 21)
(53, 22, 74)
(53, 50, 30)
(53, 31, 110)
(54, 5, 29)
(54, 54, 71)
(54, 40, 67)
(54, 107, 35)
(54, 63, 53)
(54, 72, 106)
(54, 22, 74)
(54, 100, 83)
(55, 21, 71)
(55, 8, 51)
(55, 26, 96)
(55, 10, 26)
(55, 4, 104)
(55, 57, 4)
(55, 90, 5)
(55, 60, 84)
(55, 110, 5)
(55, 14, 74)
(55, 62, 19)
(56, 18, 112)
(56, 38, 50)
(56, 39, 74)
(56, 20, 100)
(56, 13, 74)
(56, 20, 9)
(56, 19, 104)
(56, 62, 27)
(56, 113, 9)
(57, 38, 49)
(57, 14, 29)
(57, 59, 94)
(57, 48, 73)
(57, 30, 15)
(58, 28, 5)
(58, 41, 25)
(58, 105, 74)
(59, 14, 107)
(59, 22, 74)
(59, 93, 60)
(59, 53, 5)
(59, 8, 88)
(59, 97, 48)
(59, 59, 99)
(59, 5, 30)
(59, 42, 70)
(59, 99, 26)
(59, 72, 71)
(59, 1, 14)
(59, 100, 50)
(60, 62, 53)
(60, 36, 5)
(60, 59, 105)
(60, 7, 88)
(60, 70, 106)
(60, 7, 28)
(60, 83, 53)
(60, 70, 69)
(61, 14, 49)
(61, 67, 53)
(61, 60, 64)
(61, 14, 39)
(61, 104, 62)
(61, 9, 103)
(61, 85, 5)
(61, 35, 8)
(61, 44, 91)
(61, 91, 26)
(61, 50, 81)
(62, 9, 22)
(62, 70, 17)
(62, 34, 39)
(62, 105, 36)
(62, 65, 30)
(62, 21, 67)
(62, 53, 91)
(62, 75, 54)
(63, 1, 20)
(63, 30, 93)
(63, 76, 73)
(64, 101, 76)
(64, 53, 74)
(64, 19, 63)
(64, 28, 42)
(64, 20, 59)
(64, 9, 14)
(64, 19, 35)
(64, 111, 102)
(65, 10, 50)
(65, 37, 73)
(65, 9, 18)
(65, 91, 98)
(65, 37, 58)
(65, 64, 73)
(66, 39, 46)
(66, 41, 62)
(66, 9, 17)
(66, 9, 84)
(66, 28, 81)
(66, 21, 3)
(66, 58, 112)
(66, 75, 54)
(66, 104, 85)
(66, 21, 47)
(66, 90, 23)
(66, 72, 21)
(66, 71, 50)
(66, 83, 72)
(67, 30, 63)
(67, 113, 35)
(67, 36, 49)
(67, 71, 26)
(67, 91, 19)
(67, 7, 2)
(67, 2, 63)
(68, 38, 90)
(68, 104, 59)
(68, 80, 5)
(68, 25, 17)
(68, 81, 56)
(68, 54, 100)
(68, 63, 5)
(68, 53, 33)
(69, 50, 30)
(69, 14, 73)
(69, 25, 20)
(69, 49, 29)
(69, 86, 8)
(69, 35, 59)
(69, 44, 30)
(69, 54, 44)
(69, 40, 20)
(69, 102, 83)
(69, 94, 2)
(70, 67, 53)
(70, 2, 67)
(70, 70, 85)
(70, 28, 99)
(71, 50, 8)
(71, 53, 112)
(71, 8, 86)
(71, 50, 102)
(71, 34, 106)
(71, 25, 37)
(71, 76, 102)
(71, 86, 5)
(71, 6, 110)
(71, 65, 6)
(71, 87, 68)
(71, 2, 4)
(71, 107, 35)
(71, 25, 107)
(72, 106, 74)
(72, 21, 13)
(72, 63, 87)
(72, 17, 74)
(72, 79, 56)
(72, 13, 37)
(73, 7, 14)
(73, 25, 46)
(73, 39, 40)
(73, 25, 62)
(73, 87, 9)
(73, 74, 106)
(73, 85, 75)
(73, 84, 64)
(73, 30, 13)
(73, 39, 13)
(74, 9, 86)
(74, 20, 5)
(74, 17, 65)
(74, 93, 107)
(74, 12, 35)
(74, 1, 16)
(74, 30, 55)
(74, 104, 68)
(74, 62, 20)
(74, 44, 8)
(74, 53, 30)
(75, 61, 45)
(75, 84, 63)
(75, 39, 56)
(75, 53, 68)
(75, 107, 10)
(75, 5, 72)
(75, 16, 106)
(75, 20, 43)
(75, 26, 78)
(75, 25, 29)
(75, 51, 73)
(76, 12, 73)
(76, 45, 59)
(76, 50, 14)
(76, 112, 20)
(76, 74, 25)
(76, 22, 42)
(76, 14, 20)
(76, 7, 107)
(76, 106, 59)
(76, 105, 97)
(76, 45, 67)
(76, 15, 63)
(76, 53, 63)
(77, 43, 11)
(77, 110, 93)
(77, 14, 83)
(77, 100, 31)
(77, 2, 20)
(77, 74, 14)
(77, 58, 71)
(77, 34, 75)
(78, 23, 62)
(78, 75, 8)
(78, 14, 67)
(78, 39, 19)
(78, 44, 11)
(78, 91, 53)
(79, 93, 28)
(79, 1, 104)
(79, 53, 22)
(79, 104, 25)
(79, 48, 83)
(79, 50, 29)
(79, 49, 50)
(79, 10, 14)
(79, 14, 106)
(79, 101, 96)
(79, 76, 40)
(79, 9, 27)
(79, 15, 31)
(79, 16, 20)
(79, 50, 36)
(79, 32, 110)
(80, 9, 26)
(80, 25, 21)
(80, 1, 110)
(80, 85, 49)
(80, 19, 44)
(80, 8, 83)
(80, 8, 26)
(81, 111, 95)
(81, 25, 106)
(81, 58, 68)
(81, 9, 106)
(81, 14, 67)
(81, 70, 19)
(81, 76, 74)
(81, 104, 5)
(81, 44, 110)
(81, 14, 35)
(81, 44, 28)
(82, 65, 47)
(82, 96, 36)
(82, 88, 86)
(82, 27, 111)
(82, 92, 31)
(82, 10, 58)
(82, 30, 26)
(82, 16, 69)
(82, 26, 44)
(82, 27, 51)
(82, 86, 105)
(83, 76, 83)
(83, 74, 94)
(83, 40, 53)
(83, 9, 6)
(83, 39, 76)
(83, 2, 25)
(83, 10, 100)
(83, 21, 26)
(83, 7, 44)
(83, 72, 88)
(83, 65, 107)
(84, 75, 83)
(84, 8, 67)
(84, 56, 27)
(84, 48, 9)
(84, 85, 101)
(84, 14, 14)
(84, 107, 74)
(84, 84, 3)
(84, 73, 36)
(84, 76, 26)
(84, 51, 64)
(85, 92, 61)
(85, 50, 53)
(85, 85, 81)
(85, 67, 58)
(85, 3, 27)
(85, 53, 74)
(85, 52, 44)
(85, 8, 56)
(85, 36, 102)
(85, 25, 76)
(85, 76, 25)
(85, 86, 12)
(85, 93, 18)
(85, 25, 112)
(86, 11, 74)
(86, 32, 67)
(86, 62, 87)
(86, 106, 25)
(86, 72, 20)
(86, 30, 91)
(86, 20, 8)
(86, 21, 87)
(86, 57, 20)
(86, 9, 18)
(86, 75, 68)
(87, 106, 105)
(87, 73, 81)
(87, 91, 106)
(87, 7, 18)
(87, 101, 58)
(87, 25, 107)
(87, 72, 83)
(87, 90, 57)
(87, 19, 64)
(88, 36, 67)
(88, 8, 58)
(88, 30, 85)
(88, 85, 67)
(88, 30, 4)
(88, 71, 26)
(88, 70, 14)
(88, 12, 7)
(88, 20, 50)
(88, 93, 30)
(88, 111, 21)
(88, 113, 9)
(88, 6, 74)
(88, 85, 42)
(88, 50, 32)
(88, 6, 87)
(88, 17, 50)
(88, 72, 17)
(89, 41, 47)
(89, 65, 44)
(89, 61, 98)
(89, 30, 87)
(89, 25, 87)
(89, 21, 11)
(89, 56, 10)
(89, 8, 90)
(89, 106, 37)
(89, 112, 88)
(89, 20, 70)
(89, 14, 86)
(89, 2, 1)
(89, 53, 14)
(90, 67, 19)
(90, 26, 30)
(90, 54, 71)
(90, 93, 88)
(90, 37, 40)
(90, 53, 73)
(90, 8, 65)
(90, 14, 19)
(90, 39, 14)
(90, 3, 65)
(90, 31, 93)
(90, 90, 73)
(90, 75, 39)
(91, 2, 88)
(91, 54, 7)
(91, 11, 70)
(91, 28, 81)
(91, 14, 14)
(91, 27, 44)
(91, 54, 15)
(91, 1, 102)
(92, 30, 28)
(92, 20, 1)
(92, 74, 106)
(92, 50, 2)
(92, 11, 43)
(92, 53, 25)
(92, 27, 28)
(92, 28, 104)
(92, 58, 95)
(93, 1, 87)
(93, 62, 73)
(93, 99, 42)
(93, 53, 60)
(93, 18, 110)
(93, 47, 70)
(93, 105, 50)
(93, 105, 105)
(93, 34, 49)
(93, 74, 106)
(93, 22, 79)
(93, 60, 100)
(93, 86, 17)
(94, 53, 2)
(94, 106, 74)
(94, 39, 23)
(94, 89, 63)
(94, 25, 32)
(94, 65, 19)
(94, 58, 68)
(94, 63, 75)
(94, 75, 4)
(94, 62, 63)
(94, 74, 46)
(94, 39, 74)
(95, 63, 26)
(95, 105, 105)
(95, 37, 67)
(95, 97, 6)
(95, 86, 63)
(95, 8, 52)
(95, 106, 100)
(95, 32, 26)
(95, 14, 83)
(95, 49, 22)
(95, 67, 58)
(95, 76, 17)
(96, 39, 34)
(96, 14, 9)
(96, 25, 74)
(96, 65, 74)
(96, 28, 95)
(96, 7, 67)
(96, 33, 62)
(96, 86, 18)
(96, 31, 27)
(96, 98, 83)
(97, 84, 81)
(97, 53, 40)
(97, 70, 35)
(97, 53, 112)
(97, 18, 2)
(97, 63, 21)
(97, 84, 74)
(97, 113, 11)
(97, 26, 98)
(97, 62, 30)
(97, 86, 39)
(97, 105, 102)
(97, 76, 11)
(97, 13, 21)
(98, 68, 106)
(98, 12, 67)
(98, 8, 2)
(98, 31, 58)
(98, 1, 4)
(98, 74, 73)
(98, 13, 21)
(98, 8, 29)
(98, 47, 39)
(98, 42, 101)
(98, 38, 83)
(98, 73, 7)
(98, 59, 25)
(98, 84, 26)
(98, 75, 11)
(98, 74, 106)
(98, 5, 39)
(98, 10, 7)
(98, 27, 55)
(99, 10, 22)
(99, 25, 55)
(99, 23, 93)
(99, 60, 44)
(99, 25, 50)
(99, 8, 28)
(99, 9, 6)
(99, 101, 51)
(99, 67, 78)
(99, 53, 2)
(99, 8, 88)
(99, 96, 44)
(99, 107, 63)
(99, 75, 5)
(99, 70, 33)
(100, 64, 23)
(100, 76, 73)
(100, 74, 8)
(100, 12, 71)
(100, 37, 23)
(100, 53, 87)
(100, 84, 74)
(100, 30, 11)
(100, 113, 6)
(100, 76, 11)
(100, 25, 96)
(100, 7, 22)
(100, 17, 106)
(100, 12, 80)
(100, 21, 72)
(100, 42, 63)
(101, 14, 7)
(101, 71, 93)
(101, 100, 58)
(101, 84, 49)
(101, 79, 74)
(101, 25, 45)
(101, 102, 60)
(101, 19, 14)
(101, 20, 44)
(101, 81, 44)
(101, 9, 35)
(101, 45, 113)
(101, 72, 74)
(102, 60, 34)
(102, 64, 16)
(102, 32, 74)
(102, 105, 1)
(102, 52, 4)
(102, 106, 83)
(102, 57, 2)
(102, 53, 5)
(102, 29, 27)
(102, 113, 44)
(102, 76, 106)
(102, 14, 74)
(102, 14, 97)
(102, 95, 28)
(102, 22, 13)
(102, 14, 47)
(102, 63, 67)
(102, 14, 74)
(102, 36, 22)
(102, 70, 63)
(103, 23, 42)
(103, 93, 67)
(103, 14, 22)
(103, 72, 75)
(103, 5, 45)
(103, 31, 40)
(103, 107, 35)
(103, 41, 42)
(103, 58, 64)
(103, 2, 93)
(103, 7, 50)
(104, 91, 21)
(104, 30, 26)
(104, 53, 74)
(104, 105, 9)
(104, 1, 19)
(104, 23, 74)
(104, 61, 79)
(104, 63, 110)
(104, 106, 61)
(104, 36, 7)
(104, 77, 43)
(104, 70, 44)
(104, 49, 25)
(105, 50, 36)
(105, 106, 10)
(105, 2, 111)
(105, 62, 5)
(105, 9, 96)
(105, 2, 67)
(105, 71, 16)
(105, 105, 38)
(105, 105, 105)
(105, 6, 52)
(105, 19, 106)
(105, 34, 56)
(105, 93, 30)
(105, 87, 62)
(105, 74, 46)
(105, 25, 56)
(105, 106, 39)
(105, 14, 92)
(105, 84, 93)
(105, 72, 2)
(105, 40, 97)
(105, 103, 44)
(105, 94, 30)
(105, 74, 76)
(105, 16, 11)
(105, 25, 73)
(105, 21, 14)
(106, 14, 26)
(106, 72, 31)
(106, 25, 47)
(106, 74, 63)
(106, 69, 26)
(106, 93, 14)
(106, 28, 83)
(106, 90, 110)
(106, 72, 74)
(106, 62, 79)
(106, 17, 97)
(106, 63, 44)
(106, 25, 97)
(106, 18, 44)
(106, 76, 58)
(106, 7, 67)
(106, 107, 50)
(106, 39, 74)
(106, 92, 16)
(106, 74, 96)
(107, 21, 73)
(107, 12, 96)
(107, 73, 80)
(107, 74, 22)
(107, 26, 95)
(107, 20, 68)
(107, 41, 48)
(107, 73, 43)
(107, 106, 72)
(107, 74, 34)
(107, 22, 38)
(107, 47, 25)
(107, 98, 27)
(107, 70, 107)
(108, 5, 98)
(108, 41, 26)
(108, 85, 83)
(108, 53, 22)
(108, 14, 26)
(108, 68, 20)
(108, 25, 11)
(108, 92, 73)
(108, 106, 14)
(109, 85, 2)
(109, 87, 20)
(109, 105, 59)
(109, 105, 105)
(109, 65, 16)
(109, 10, 110)
(109, 67, 31)
(109, 8, 2)
(109, 67, 22)
(109, 113, 63)
(109, 86, 14)
(109, 12, 50)
(109, 86, 60)
(110, 5, 67)
(110, 105, 106)
(110, 31, 75)
(110, 101, 18)
(110, 32, 63)
(110, 67, 102)
(110, 12, 103)
(110, 82, 30)
(110, 36, 43)
(110, 40, 36)
(110, 74, 11)
(110, 21, 100)
(110, 62, 77)
(110, 106, 21)
(110, 87, 16)
(110, 69, 42)
(110, 42, 69)
(110, 93, 59)
(110, 48, 68)
(111, 76, 98)
(111, 62, 42)
(111, 110, 93)
(111, 77, 71)
(111, 74, 76)
(111, 26, 63)
(111, 14, 106)
(111, 105, 70)
(111, 39, 29)
(111, 21, 25)
(111, 62, 10)
(111, 8, 36)
(111, 39, 56)
(111, 60, 33)
(111, 93, 94)
(111, 102, 8)
(111, 14, 61)
(112, 14, 85)
(112, 75, 14)
(112, 14, 87)
(112, 81, 28)
(112, 54, 23)
(112, 60, 70)
(112, 68, 2)
(112, 14, 3)
(112, 74, 111)
(112, 93, 14)
(112, 30, 74)
(112, 56, 25)
(112, 110, 106)
(112, 91, 49)
(112, 102, 84)
(112, 50, 74)
(112, 20, 102)
(112, 85, 87)
(112, 53, 14)
(113, 57, 91)
(113, 8, 35)
(113, 2, 25)
(113, 102, 82)
(113, 36, 5)
(113, 8, 26)
(113, 26, 104)
(113, 91, 60)
(113, 91, 27)
(113, 39, 75)
(113, 79, 26)
(114, 12, 29)
(114, 48, 30)
(114, 19, 100)
(114, 21, 26)
(114, 30, 7)
(114, 53, 40)
(114, 59, 64)
(114, 2, 59)
(114, 95, 50)
(114, 73, 28)
(114, 8, 41)
(114, 82, 79)
(114, 48, 84)
(114, 58, 26)
(114, 31, 14)
(114, 8, 9)
(114, 79, 56)
(114, 62, 21)
(115, 107, 44)
(115, 96, 27)
(115, 10, 42)
(115, 104, 8)
(115, 32, 107)
(115, 102, 44)
(115, 7, 54)
(115, 94, 26)
(115, 57, 107)
(115, 15, 95)
(115, 26, 47)
(115, 39, 74)
(115, 23, 79)
(115, 106, 14)
(115, 9, 86)
(115, 98, 18)
(115, 65, 35)
(115, 81, 52)
(115, 8, 85)
(116, 30, 6)
(116, 110, 19)
(116, 18, 89)
(116, 30, 112)
(116, 8, 60)
(116, 82, 44)
(116, 30, 53)
(116, 73, 82)
(116, 64, 33)
(116, 11, 39)
(116, 54, 96)
(116, 74, 31)
(116, 21, 48)
(116, 34, 14)
(116, 72, 71)
(116, 113, 100)
(116, 93, 42)
(116, 101, 53)
(116, 71, 50)
(116, 42, 36)
(116, 60, 55)
(117, 9, 2)
(117, 31, 14)
(117, 85, 42)
(117, 1, 29)
(117, 48, 104)
(117, 15, 73)
(117, 76, 107)
(117, 31, 58)
(117, 70, 33)
(117, 39, 22)
(118, 109, 6)
(118, 39, 64)
(118, 32, 67)
(118, 36, 84)
(118, 8, 96)
(118, 93, 29)
(118, 34, 74)
(118, 56, 27)
(118, 8, 53)
(118, 14, 20)
(118, 100, 44)
(119, 81, 60)
(119, 53, 112)
(119, 105, 105)
(119, 82, 100)
(119, 26, 48)
(119, 59, 74)
(119, 3, 62)
(119, 62, 74)
(119, 93, 54)
(119, 31, 79)
(119, 44, 2)
(120, 25, 26)
(120, 88, 14)
(120, 53, 74)
(120, 34, 39)
(120, 67, 43)
(120, 35, 88)
(120, 70, 22)
